Customer,Code,Need to update code,Title,Description,Usage,Specifications,Category String2,Category Name - 1,Category Name - 2,Category Name - 3,Category Name - 4,Category Name - 5,Category Name - 6,Category Name - 7,Category Name - 8,Category Name - 9,Featured Image,Product Image File - 1,Product Image URL - 1,Product Image File - 2,Product Image URL - 2,Product Image File - 3,Product Image URL - 3,Product Image File - 4,Product Image URL - 4,Product Image File - 5,Product Image URL - 5,Product Image File - 6,Product Image URL - 6,Product Image File - 7,Product Image URL - 7,Product Image File - 8,Product Image URL - 8,Product Image File - 9,Product Image URL - 9,Product Image File - 10,Product Image URL - 10
Spotlight,F-ATCR10,,Tee Piece Clear 10mm,<h2>F-ATCR10</h2> <p>Clear plastic to fit onto 10mm diameter stands to hold ticket frames (F-FA..)</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/v/240/F-ATCR10-product__17388.jpg,F-BMWE-usage3__54248.jpg,http://www.sjdg.com.au/product_images/v/102/F-BMWE-usage3__54248.jpg,F-ATCR10-product__17388.jpg,http://www.sjdg.com.au/product_images/v/240/F-ATCR10-product__17388.jpg,,,,,,,,,,,,,,,,
Spotlight,F-ATWE10,,Tee Piece White 10mm,<h2>F-ATWE10</h2> <p>White plastic to fit onto 10mm diameter stands to hold ticket frames (F-FA..)</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/l/816/F-ATWE-product__55957.jpg,F-ATWE-product__55957.jpg,http://www.sjdg.com.au/product_images/l/816/F-ATWE-product__55957.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-BA,,Frame Base Angled,<h2>F-BA</h2> <p>Clear plastic support base to hold plastic frames (F-FA..) at an angle. Use 2 per frame.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/c/034/F-BA-product__23406.jpg,F-BA-usage__64280.jpg,http://www.sjdg.com.au/product_images/d/858/F-BA-usage__64280.jpg,F-BA-product__23406.jpg,http://www.sjdg.com.au/product_images/c/034/F-BA-product__23406.jpg,,,,,,,,,,,,,,,,
Spotlight,F-BAMC,,Frame Base Magnet Clip,<h2>F-BAMC</h2> <p>Replacement clip to suit magnetic base F-BMWE/BK.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/m/908/F-BAMC.pic__91386.jpg,F-BMWBK-product__51507.jpg,http://www.sjdg.com.au/product_images/b/690/F-BMWBK-product__51507.jpg,F-BAMC.pic__91386.jpg,http://www.sjdg.com.au/product_images/m/908/F-BAMC.pic__91386.jpg,,,,,,,,,,,,,,,,
Spotlight,F-BAMCW,,Frame Base Wall Magnet Clip,<h2>F-BAMCW</h2> <p>Replacement clip to suit&nbsp; magnetic wall mount <br />F-BMWBK/WE</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/s/404/F-BAMCW-product__51321.jpg,F-BAMCW-usage1__12692.jpg,http://www.sjdg.com.au/product_images/t/784/F-BAMCW-usage1__12692.jpg,F-BAMCW-product__51321.jpg,http://www.sjdg.com.au/product_images/s/404/F-BAMCW-product__51321.jpg,,,,,,,,,,,,,,,,
Spotlight,F-BMBK,,Magnetic Base Black,"<h2>F-BMBK</h2> <p>Spotlight&nbsp;Black&nbsp;Magnetic Base, use with T Piece F-AT.</p>",,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/p/162/F-BMHDBK-product_copy__54110.jpg,F-BMHDBK-product_copy__54110.jpg,http://www.sjdg.com.au/product_images/p/162/F-BMHDBK-product_copy__54110.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-BMHDWE,,Magnetic Base H'Duty White,<h2>F-BMHDWE</h2> <p>Super Strong for attaching Frames to Fixtures.<br /><br /></p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/n/152/F-BMHDWE-2-product__14608.jpg,F-BMHDWE-usage1__16565.jpg,http://www.sjdg.com.au/product_images/v/641/F-BMHDWE-usage1__16565.jpg,F-BMHDWE-2-product__14608.jpg,http://www.sjdg.com.au/product_images/n/152/F-BMHDWE-2-product__14608.jpg,,,,,,,,,,,,,,,,
Spotlight,F-BMWBK,,Wall Mount Magnet Black,"<h2>F-BMWBK</h2> <p>Spotlight Black Wall Mount Magnet, holds frames flush with the wall.</p>",,,Spotlight,Spotlight,,,,,,,,,http://www.sjdg.com.au/product_images/o/340/F-BAMCW-usage1__91947.jpg,F-BAMCW-usage1__91947.jpg,http://www.sjdg.com.au/product_images/o/340/F-BAMCW-usage1__91947.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-BMWE,,Magnetic Base White,<h2>F-BMWE</h2> <p>Magnet with clips to hold ticket frames (F-FA.) to metal surfaces.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/w/273/F-BMWE-product__58998.jpg,F-BMWE-usage1__45538.jpg,http://www.sjdg.com.au/product_images/m/156/F-BMWE-usage1__45538.jpg,F-FA-usage3__35198.jpg,http://www.sjdg.com.au/product_images/e/356/F-FA-usage3__35198.jpg,F-BMWE-product__58998.jpg,http://www.sjdg.com.au/product_images/w/273/F-BMWE-product__58998.jpg,,,,,,,,,,,,,,
Spotlight,F-BS,,Frame Base Straight,<h2>F-BS</h2> <p>Clear plastic base to suit ticket frames (F-FA..) Use 2 per frame.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/p/992/F-BS-product__52957.jpg,F-BS-product__52957.jpg,http://www.sjdg.com.au/product_images/p/992/F-BS-product__52957.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-BS800,,Fixed Base Stand 800mm,<h2>F-BS800</h2> <p>800mm high matt aluminium stand with black steel base 200x150mm. Fitted with t piece for use with F-FA ticket frames.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/d/141/F-BS800-product__39073.jpg,F-BS800-product__39073.jpg,http://www.sjdg.com.au/product_images/d/141/F-BS800-product__39073.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-BTS600,,Telescopic Stand/Base 600mm,<h2>F-BTS600</h2> <p>Chrome stands telescopic from 350mm to 600mm high. Heavy metal base 150x200mm. Includes t piece for use with F-FA ticket frames.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/d/525/F-BTS-product__97733.jpg,F-BTS-product__97733.jpg,http://www.sjdg.com.au/product_images/d/525/F-BTS-product__97733.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-FA,Y,,"<h2>F-FA</h2> <p>Spotlight White Ticket Frames, also comes in:</p> <p>white, grey, blue, red, green, yellow, black</p> <p>A2, A3, A4, A5, A6.</p> <p>Work with PVC carriers F-APC &amp; PVC sheets</p>",,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/w/353/F-FA4PCL-product__36621.jpg,F-FA3PCR-product__09969.jpg,http://www.sjdg.com.au/product_images/d/493/F-FA3PCR-product__09969.jpg,F-FAclear-colour__31576.jpg,http://www.sjdg.com.au/product_images/u/283/F-FAclear-colour__31576.jpg,F-FA4PCL-product__36621.jpg,http://www.sjdg.com.au/product_images/w/353/F-FA4PCL-product__36621.jpg,,,,,,,,,,,,,,
Spotlight,F-FA,Y,,<h2>F-FA</h2> <p>White ABS plastic ticket frame to hold and secure POS material.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/c/746/F-FA4PCL-product__66714.jpg,F-FA3PWE-product__61346.jpg,http://www.sjdg.com.au/product_images/q/915/F-FA3PWE-product__61346.jpg,F-FA-usage__29979.jpg,http://www.sjdg.com.au/product_images/e/087/F-FA-usage__29979.jpg,F-FA-usage2__68042.jpg,http://www.sjdg.com.au/product_images/x/965/F-FA-usage2__68042.jpg,F-FA-usage3__51265.jpg,http://www.sjdg.com.au/product_images/s/057/F-FA-usage3__51265.jpg,F-FA4PCL-product__66714.jpg,http://www.sjdg.com.au/product_images/c/746/F-FA4PCL-product__66714.jpg,,,,,,,,,,
Spotlight,F-FA42LCR,,1/2 A4 Frame Clear,<h2>F-FA42LCR</h2> <p>Clear plastic ticket frame to hold POS material 105mm x 300mm (half A4)</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/g/187/F-A2LCR-product__44248.jpg,F-A2LCR-product__44248.jpg,http://www.sjdg.com.au/product_images/g/187/F-A2LCR-product__44248.jpg,,,,,,,,,,,,,,,,,,
Spotlight,H-AICCCLR,,Inventory Control Clip Rubber Clear,<h2>H-AICCCLR</h2> <p>Clear rubber clip fits over display hooks to keep merchandise forward for full display appearance.</p>,,,Spotlight/Display Hooks;Spotlight/Display Accessories,Display Hooks,Display Accessories,,,,,,,,http://www.sjdg.com.au/product_images/b/913/H-AICCCLR-product__25573.jpg,H-AICCCLR-usage1__66506.jpg,http://www.sjdg.com.au/product_images/f/222/H-AICCCLR-usage1__66506.jpg,H-AICCCLR-usage2__06463.jpg,http://www.sjdg.com.au/product_images/u/968/H-AICCCLR-usage2__06463.jpg,H-AICCCLR-product__25573.jpg,http://www.sjdg.com.au/product_images/b/913/H-AICCCLR-product__25573.jpg,,,,,,,,,,,,,,
Spotlight,H-FP300HD,,Pegboard Hook 300mm H/D,"<h2>H-FP300HD</h2> <p>5.5mm diam. Chrome plated steel with crosspiece for flipper label holder. Suitable for volcano panel, pegboard and slatwall.</p>",,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/w/727/H-FP100-product__16768.jpg,H-FP100-product__16768.jpg,http://www.sjdg.com.au/product_images/w/727/H-FP100-product__16768.jpg,,,,,,,,,,,,,,,,,,
Spotlight,H-FSSE,Y,,"<h2>H-FSSE</h2> <p>6mm diam. Bright zinc plated steel with crosspiece for flipper label holder and fastback hinged clip for easy display changes and maximum use of display area. Suitable for metal perforated panel, volcano panel, pegboard and slatwall.&nbsp;</p>",,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/u/720/H-FSSE100-product__31376.jpg,H-FSSE-usage1__88737.jpg,http://www.sjdg.com.au/product_images/c/365/H-FSSE-usage1__88737.jpg,H-FSSE100-product__31376.jpg,http://www.sjdg.com.au/product_images/u/720/H-FSSE100-product__31376.jpg,,,,,,,,,,,,,,,,
Spotlight,H-GMH150,,Grid Mesh Flipper Hook 150mm,<h2>H-GMH150</h2> <p>4.5 mm diam. Bright zinc plated steel with crosspiece for flipper label holder. Suitable for mesh to 50mm. 150mm (L). Pack of 100.</p>,,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/b/087/H-GMH100-product__37812.jpg,H-GMH100-product__37812.jpg,http://www.sjdg.com.au/product_images/b/087/H-GMH100-product__37812.jpg,,,,,,,,,,,,,,,,,,
Spotlight,H-GMH350C,,Grid Mesh Flipper Hook 350mm Chrome,<h2>H-GMH350C</h2><br /><p>Spotlight CHRISTMAS 350mm Grid Mesh Flipper Hook.</p>,,,Spotlight/Display Hooks,Display Hooks,,,,,,,,,http://www.sjdg.com.au/product_images/n/951/H-GMH350__57971.jpg,H-GMH350__57971.jpg,http://www.sjdg.com.au/product_images/n/951/H-GMH350__57971.jpg,,,,,,,,,,,,,,,,,,
Spotlight,H-PEHOOK,,Power End Hook 75mm,<h2>H-PEHOOK</h2> <p>5mm diam. Bright zinc plated steel with crosspiece for flipper label holder. Suitable for mesh to 85mm.</p>,,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/u/751/H-PEHOOK-product__55392.jpg,H-PEHOOK-usage1__50086.jpg,http://www.sjdg.com.au/product_images/v/466/H-PEHOOK-usage1__50086.jpg,H-PEHOOK-ussage2__95956.jpg,http://www.sjdg.com.au/product_images/g/292/H-PEHOOK-ussage2__95956.jpg,H-PEHOOK-usage3__44722.jpg,http://www.sjdg.com.au/product_images/o/395/H-PEHOOK-usage3__44722.jpg,H-PEHOOK-product__55392.jpg,http://www.sjdg.com.au/product_images/u/751/H-PEHOOK-product__55392.jpg,,,,,,,,,,,,
Spotlight,H-SBHOOK,,Sticker Bar Hook 50mm,<h2>H-SBHOOK</h2> <p>Zinc plated 50mm long for use with flipper label holders (S-FS..)</p>,,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/f/499/H-SBHOOK-product__47235.jpg,H-SBHOOK-usage1__11190.jpg,http://www.sjdg.com.au/product_images/m/188/H-SBHOOK-usage1__11190.jpg,H-SBHOOK-product__47235.jpg,http://www.sjdg.com.au/product_images/f/499/H-SBHOOK-product__47235.jpg,,,,,,,,,,,,,,,,
Spotlight,H-SPEHOOK,,Single Prong Power End Hook,<h2>H-SPEHOOK</h2> <p>5mm diam. Bright zinc plated steel single hook. Suitable for mesh to 75mm.</p>,,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/l/731/H-SPEHOOK-product__12470.jpg,H-SPEHOOK-product__12470.jpg,http://www.sjdg.com.au/product_images/l/731/H-SPEHOOK-product__12470.jpg,,,,,,,,,,,,,,,,,,
Spotlight,H-SPH150,,Slotwall Plate Hook 150mm,"<h2>H-SPH150</h2> <p class="p1">6mm diam. chrome plated steel. Suitable for slatwall.</p>""h2>H-SPH150</h2> <p class="p1">6mm diam. chrome plated steel.""2>H-SPH150</h2> <p class="p1">6mm "">H-SPH15",,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/p/695/H-SPH100-product__40918.jpg,H-SPH100-product__40918.jpg,http://www.sjdg.com.au/product_images/p/695/H-SPH100-product__40918.jpg,,,,,,,,,,,,,,,,,,
Spotlight,K-SSC,Y,,<p>Spotlight Small Simulated Security Camera</p>,,,Spotlight/Safety Products,Safety Products,,,,,,,,,http://www.sjdg.com.au/product_images/i/061/K-SSC-product__17091.jpg,K-SSC-product__17091.jpg,http://www.sjdg.com.au/product_images/i/061/K-SSC-product__17091.jpg,,,,,,,,,,,,,,,,,,
Spotlight,K-WFS,,Wet Floor A-Board,<h2>K-WFS</h2> <p>600mm high sturdy folding plastic signs.</p>,,,Spotlight/Safety Products,Safety Products,,,,,,,,,http://www.sjdg.com.au/product_images/s/384/K-WFS-product__46224.jpg,K-WFS-product__46224.jpg,http://www.sjdg.com.au/product_images/s/384/K-WFS-product__46224.jpg,,,,,,,,,,,,,,,,,,
Spotlight,M-D60,Y,,<h2>M-D60</h2> <p>Clear polycarbonate divider. Clips into M-FRICA. Front riser channel and M-RDCA. Front or rear single channel. 60mm high.</p>,,,Spotlight/Shelf Management,Shelf Management,,,,,,,,,http://www.sjdg.com.au/product_images/r/316/M-D60385-product__21677.jpg,M-FRICA1200-product__59004.jpg,http://www.sjdg.com.au/product_images/h/263/M-FRICA1200-product__59004.jpg,M-FR-usage1__01710.jpg,http://www.sjdg.com.au/product_images/s/213/M-FR-usage1__01710.jpg,M-RDCA1200-usage1__51524.jpg,http://www.sjdg.com.au/product_images/s/307/M-RDCA1200-usage1__51524.jpg,M-D60385-product__21677.jpg,http://www.sjdg.com.au/product_images/r/316/M-D60385-product__21677.jpg,,,,,,,,,,,,
Spotlight,M-FRICA1170,,Front Riser Inc Channel 1170mm,<h2>M-FRICA1170</h2> <p>PVC channel with 2 x 9mm adhesive foam tape on base. Use with shelf dividers (M60..). 40mm high front riser. 1200mm long.</p>,,,Spotlight/Shelf Management,Shelf Management,,,,,,,,,http://www.sjdg.com.au/product_images/m/601/M-FRICA1200-product__09073.jpg,M-FR-usage1__99273.jpg,http://www.sjdg.com.au/product_images/t/687/M-FR-usage1__99273.jpg,M-FRICA1200-usage1__90421.jpg,http://www.sjdg.com.au/product_images/i/774/M-FRICA1200-usage1__90421.jpg,M-FRICA1200-product__09073.jpg,http://www.sjdg.com.au/product_images/m/601/M-FRICA1200-product__09073.jpg,,,,,,,,,,,,,,
Spotlight,M-RDCA1170,,Rear Divider Channel Ad 1170mm,<h2>M-RDCA1170</h2> <p>Adhesive backed PVC channel to hold shelf dividers. Use either at back or front of shelf. 1200mm long.</p>,,,Spotlight/Shelf Management,Shelf Management,,,,,,,,,http://www.sjdg.com.au/product_images/s/895/M-RDCA1200__12610.jpg,M-RDCA1200-usage1__73165.jpg,http://www.sjdg.com.au/product_images/j/811/M-RDCA1200-usage1__73165.jpg,M-FR-usage1__75962.jpg,http://www.sjdg.com.au/product_images/t/914/M-FR-usage1__75962.jpg,M-RDCA1200__12610.jpg,http://www.sjdg.com.au/product_images/s/895/M-RDCA1200__12610.jpg,,,,,,,,,,,,,,
Spotlight,P-MSHA3,,Magnetic Sign Holder A3,<h2>P-MSHA3</h2> <p>5.5mm diameter white powder coated steel. 410mm horizontal arm. 550mm high. Fitted with 2 x 45mm heavy duty magnets.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/u/637/P-MSHA3-usage1__31986.jpg,P-MSHA3-product1__88740.jpg,http://www.sjdg.com.au/product_images/o/023/P-MSHA3-product1__88740.jpg,P-MSHA3-usage1__31986.jpg,http://www.sjdg.com.au/product_images/u/637/P-MSHA3-usage1__31986.jpg,,,,,,,,,,,,,,,,
Spotlight,P-SFA,Y,,"<h2>P-SFA</h2> <p>25mm wide snap down aluminum frame with holes ansd wall fixing attachments. Black plastic back and non reflective PVC front.</p> <p>Available in A2, A3, A4.</p>",,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/q/231/P-SFAS-product__93031.jpg,P-SFA-usage1__70979.jpg,http://www.sjdg.com.au/product_images/l/827/P-SFA-usage1__70979.jpg,P-SFAS-product__93031.jpg,http://www.sjdg.com.au/product_images/q/231/P-SFAS-product__93031.jpg,,,,,,,,,,,,,,,,
Spotlight,P-SFRCA0CL,,SF Insert A0 Clear,<h2>P-SFRCA0CL</h2> <p>Replacement for A0 snap frames. A0 (1189mm x 841mm).</p>,,,Spotlight;Spotlight/Poster Display Systems ,Spotlight,Poster Display Systems ,,,,,,,,http://www.sjdg.com.au/product_images/d/221/P-SFFRCA0CL__90530.jpg,P-SFFRCA0CL__90530.jpg,http://www.sjdg.com.au/product_images/d/221/P-SFFRCA0CL__90530.jpg,,,,,,,,,,,,,,,,,,
Spotlight,P-SFRCA1CL,,SF Insert A1 Clear,<h2>P-SFRCA1CL</h2> <p>Replacement PVC covers for A1 Snap Frames.</p> <p>Pack of 2.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/a/651/P-SFFRCA0CL__86457.jpg,Z-SPSFA1-detail__23107.jpg,http://www.sjdg.com.au/product_images/p/037/Z-SPSFA1-detail__23107.jpg,Z-SPSFA1-product__80431.jpg,http://www.sjdg.com.au/product_images/p/777/Z-SPSFA1-product__80431.jpg,P-SFFRCA0CL__86457.jpg,http://www.sjdg.com.au/product_images/a/651/P-SFFRCA0CL__86457.jpg,,,,,,,,,,,,,,
Spotlight,R-AG,,Attacher Gun,<h2>R-AG</h2> <p>Sturdy attacher gun with safety cover. For use with all attacher tags and hooks (R-AT..)</p>,,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/j/919/R-AG-product__56439.jpg,R-AG-product__56439.jpg,http://www.sjdg.com.au/product_images/j/919/R-AG-product__56439.jpg,,,,,,,,,,,,,,,,,,
Spotlight,R-AGN,,Attacher Gun Needle pk of 5,<h2>R-AGN</h2> <p>Replacement needles for use with attacher gun R-AG</p>,,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/i/416/R-AGN-product__88555.jpg,R-AGN-product__88555.jpg,http://www.sjdg.com.au/product_images/i/416/R-AGN-product__88555.jpg,,,,,,,,,,,,,,,,,,
Spotlight,R-AT,Y,,"<h2>R-AT</h2> <p>Clear nylon. For use with attacher gun R-AG.</p> <p>Available in 25mm, 65mm, 125mm.</p>",,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/h/713/R-AT25__04384.jpg,R-AT25-product__68556.jpg,http://www.sjdg.com.au/product_images/a/382/R-AT25-product__68556.jpg,R-AT25__04384.jpg,http://www.sjdg.com.au/product_images/h/713/R-AT25__04384.jpg,,,,,,,,,,,,,,,,
Spotlight,R-ATH25,,Attacher Tags Hook Pk 5000,<h2>R-ATH25</h2> <p>Spotlight Attacher Tag Hooks - pack of 2500.</p>,,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/k/267/R-ATH25.line__09147.jpg,R-ATH25.line__09147.jpg,http://www.sjdg.com.au/product_images/k/267/R-ATH25.line__09147.jpg,,,,,,,,,,,,,,,,,,
Spotlight,R-CDA3,,Catalogue Dispenser A3L + Base,<h2>R-CDA3</h2> <p>900mm high black powder coated stand with heavy base. 4.5 mm clear acrylic top with removable divider to display A3 or 2 x A4 brochures or catalogues.</p>,,,Spotlight/Brochure Holders,Brochure Holders,,,,,,,,,http://www.sjdg.com.au/product_images/s/092/Z-PSRDA4-product__85146.jpg,Z-PSRDA4-product__85146.jpg,http://www.sjdg.com.au/product_images/s/092/Z-PSRDA4-product__85146.jpg,,,,,,,,,,,,,,,,,,
Spotlight,R-MDBBWE,,Mesh Dump Basket Base White,<h2>R-MDBBWE</h2> <p>Sturdy metal base with castors to suit mesh dump basket R-MDBWE</p>,,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/o/233/R-MDBBWE-product__74635.jpg,R-MDBWE-usage1__16851.jpg,http://www.sjdg.com.au/product_images/m/498/R-MDBWE-usage1__16851.jpg,R-MDBBWE-product2__76865.jpg,http://www.sjdg.com.au/product_images/p/909/R-MDBBWE-product2__76865.jpg,R-MDBBWE-product__74635.jpg,http://www.sjdg.com.au/product_images/o/233/R-MDBBWE-product__74635.jpg,,,,,,,,,,,,,,
Spotlight,R-MDBWE,,Mesh Dump Basket White,"<h2>R-MDBWE</h2> <p class="p1">Plastic coated steel with adjustable base. 480mm square x 750mm high.</p>""h2>R-MDBWE</h2> <p class="p1">Plastic coated steel with adjustable base. 480m""2>R-MDBWE</h2> <p class="p1">Plastic coated steel w"">R-MDBWE</h2> <p class="p1""R-",,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/p/685/R-MDBWE-product__15054.jpg,R-MDBWE-usage2__55708.jpg,http://www.sjdg.com.au/product_images/e/071/R-MDBWE-usage2__55708.jpg,R-MDBWE-product__15054.jpg,http://www.sjdg.com.au/product_images/p/685/R-MDBWE-product__15054.jpg,,,,,,,,,,,,,,,,
Spotlight,R-WBRD50,,Wheelie Basket 50L Red,<h2>R-WBRD50</h2><br /><p>Heavy duty polypropylene with two folding handles and four castors.</p>,,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/p/653/Z-SPWBRD50__56951.jpg,Z-SPWBRD50__56951.jpg,http://www.sjdg.com.au/product_images/p/653/Z-SPWBRD50__56951.jpg,,,,,,,,,,,,,,,,,,
Spotlight,S-AA601170,,Angled Adaptor 60 Deg 1170mm,<h2>S-AA601170</h2> <p>Converts standard datastrip to 60 degree angle. Fitted with 9mm double sided adhesive tape. 1170mm long.</p>,,,Spotlight/Datastrip,Datastrip,,,,,,,,,http://www.sjdg.com.au/product_images/t/662/S-AA601170-product__64437.jpg,S-AA601170-product__64437.jpg,http://www.sjdg.com.au/product_images/t/662/S-AA601170-product__64437.jpg,,,,,,,,,,,,,,,,,,
Spotlight,S-AF261170WE,,F/Mount D/Strip 26x1170mm WE,<h2>S-AF261170WE</h2> <p>Holds label to 26mm high at upward angle of 20 degrees. Clear front. White back. Fitted with 12mm foam d/sided tape for front mounting. 1170mm (L).</p>,,,Spotlight;Spotlight/Datastrip,Spotlight,Datastrip,,,,,,,,http://www.sjdg.com.au/product_images/l/971/S-AF26WE-product__35326.jpg,S-AF26WE-product__35326.jpg,http://www.sjdg.com.au/product_images/l/971/S-AF26WE-product__35326.jpg,,,,,,,,,,,,,,,,,,
Spotlight,S-BS75150CR,Y,,"<h2>S-BS75150CR</h2> <p>Holds label to 26mm high in upwards angle. Clear front and back. Clips onto vertical surfaces, risers, wire or plastic from 1mm to12mm thickness.</p>",,,Spotlight/Datastrip,Datastrip,,,,,,,,,http://www.sjdg.com.au/product_images/e/481/S-BS75150CR-product__24603.jpg,S-BS75150CR-product__24603.jpg,http://www.sjdg.com.au/product_images/e/481/S-BS75150CR-product__24603.jpg,,,,,,,,,,,,,,,,,,
Spotlight,S-FA26,Y,,<h2>S-FA26</h2> <p><span>Holds label&nbsp; to 26mm high vertically. Clear front. White back. Fitted with 9mm d/sided tape for front mounting.</span></p>,,,Spotlight;Spotlight/Datastrip,Spotlight,Datastrip,,,,,,,,http://www.sjdg.com.au/product_images/f/635/S-FA26WE-product__02898.jpg,S-FA26WE-product__02898.jpg,http://www.sjdg.com.au/product_images/f/635/S-FA26WE-product__02898.jpg,,,,,,,,,,,,,,,,,,
Spotlight,S-FA80150CR,,Adh D/Strip 80x150mm Clear,<h2>S-FA80150CR</h2> <p>Holds label to 80mm high vertically. Clear front and clear back. Fitted with 12mm d/sided tape for front mounting. 150mm (L).</p>,,,Spotlight/Datastrip,Datastrip,,,,,,,,,http://www.sjdg.com.au/product_images/y/482/S-FA801178WE-product__57099.jpg,S-FA801178WE-product__57099.jpg,http://www.sjdg.com.au/product_images/y/482/S-FA801178WE-product__57099.jpg,,,,,,,,,,,,,,,,,,
Spotlight,S-FS26,Y,,<h2>S-FS26</h2> <p>Holds label to 26mm wide. Clear front and back. Notched to fit over display and pegboard hooks.</p>,,,Spotlight/Display Hooks,Display Hooks,,,,,,,,,http://www.sjdg.com.au/product_images/f/369/S-FS3955CR-product__20170.jpg,S-FS26-usage1__18578.jpg,http://www.sjdg.com.au/product_images/r/989/S-FS26-usage1__18578.jpg,F-FS-usage2__17251.jpg,http://www.sjdg.com.au/product_images/q/335/F-FS-usage2__17251.jpg,S-FS26-usage3__46853.jpg,http://www.sjdg.com.au/product_images/f/434/S-FS26-usage3__46853.jpg,S-FS3955CR-product__20170.jpg,http://www.sjdg.com.au/product_images/f/369/S-FS3955CR-product__20170.jpg,,,,,,,,,,,,
Spotlight,S-HS26105CR,,Hang Scan 26 x 105mm Pk of 100,"<h2>S-HS26105CR</h2> <p>26mm x 105mm clear hanging data strip, includes 2 clear clips.</p>",,,Spotlight/Datastrip,Datastrip,,,,,,,,,http://www.sjdg.com.au/product_images/j/515/S-S26105CR__44527.jpg,S-S26105CR__44527.jpg,http://www.sjdg.com.au/product_images/j/515/S-S26105CR__44527.jpg,,,,,,,,,,,,,,,,,,
