Category String,Code,Description,Usage,Specifications,Category String2,Category Name - 1,Category Name - 2,Category Name - 3,Category Name - 4,Category Name - 5,Category Name - 6,Category Name - 7,Category Name - 8,Category Name - 9,Featured Image,Product Image File - 1,Product Image URL - 1,Product Image File - 2,Product Image URL - 2,Product Image File - 3,Product Image URL - 3,Product Image File - 4,Product Image URL - 4,Product Image File - 5,Product Image URL - 5,Product Image File - 6,Product Image URL - 6,Product Image File - 7,Product Image URL - 7,Product Image File - 8,Product Image URL - 8,Product Image File - 9,Product Image URL - 9,Product Image File - 10,Product Image URL - 10,Title
Anaconda,D-PPA4," <p><span id=""DataGrid1__ctl5_ProductShort"" class=""ProductSizeDescription"">Flexible .15mm clear PVC Pockets. Has hanging Holes for use with range of display accessories or clips into shelving.</span></p>",,,Anaconda/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/u/221/D-PPA-product__92334.jpg,D-PPA-product__93282.jpg,http://www.sjdg.com.au/product_images/v/518/D-PPA-product__93282.jpg,D-PPA-product__92334.jpg,http://www.sjdg.com.au/product_images/u/221/D-PPA-product__92334.jpg,,,,,,,,,,,,,,,,,PVC Pocket A4
Anaconda,D-PPA5," <p><span id=""DataGrid1__ctl5_ProductShort"" class=""ProductSizeDescription"">Flexible .15mm clear PVC Pockets. Has hanging Holes for use with range of display accessories or clips into shelving.</span></p>",,,Anaconda/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/u/221/D-PPA-product__92334.jpg,D-PPA-product__93282.jpg,http://www.sjdg.com.au/product_images/v/518/D-PPA-product__93282.jpg,D-PPA-product__92334.jpg,http://www.sjdg.com.au/product_images/u/221/D-PPA-product__92334.jpg,,,,,,,,,,,,,,,,,PVC Pocket A5
Anaconda,D-SC40H, <p>Anaconda 40mm Suction Cup With Hook - pack of 100</p>,,,Anaconda/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/a/723/D-SC40H-product__15721.jpg,D-SC40H-productgroup__29022.jpg,http://www.sjdg.com.au/product_images/m/712/D-SC40H-productgroup__29022.jpg,D-SC40H-product__15721.jpg,http://www.sjdg.com.au/product_images/a/723/D-SC40H-product__15721.jpg,,,,,,,,,,,,,,,,,Suction Cup 40mm with Hook
Anaconda,D-STCP100," <p class=""p1"">25mm long clear PVC. Clips into datastrip to hold shelf talkers and POS material.</p> <p class=""p1"">Pack 100.</p>",,,Anaconda/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/r/671/D-STC-product__99540.jpg,D-STC.line__78107.jpg,http://www.sjdg.com.au/product_images/f/928/D-STC.line__78107.jpg,D-STC-product__99540.jpg,http://www.sjdg.com.au/product_images/r/671/D-STC-product__99540.jpg,,,,,,,,,,,,,,,,,Shelf Talker Clip Pack 100
Anaconda,D-TRM25, <p>Chrome plated steel with hinge for secure display of hanging POS material.</p> <p>Pack of 20</p>,,,Anaconda/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/x/840/D-TRM19-group__43924.jpg,D-TRM19-group__43924.jpg,http://www.sjdg.com.au/product_images/x/840/D-TRM19-group__43924.jpg,,,,,,,,,,,,,,,,,,,Metal Hinged Ticket Ring 25mm
Anaconda,F-APCA6," <p>.5mm clear folded PVC to hold and protect tickets and display material.</p> <p>Available in A3, A4, A6.</p>",,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/j/903/F-APCA-product__39934.jpg,F-APCA-product__39934.jpg,http://www.sjdg.com.au/product_images/j/903/F-APCA-product__39934.jpg,,,,,,,,,,,,,,,,,,,A6 PVC Carrier
Anaconda,F-APCA4," <p>.5mm clear folded PVC to hold and protect tickets and display material.</p> <p>Available in A3, A4, A6.</p>",,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/j/903/F-APCA-product__39934.jpg,F-APCA-product__39934.jpg,http://www.sjdg.com.au/product_images/j/903/F-APCA-product__39934.jpg,,,,,,,,,,,,,,,,,,,A4 PVC Carrier
Anaconda,F-APCA3," <p>.5mm clear folded PVC to hold and protect tickets and display material.</p> <p>Available in A3, A4, A6.</p>",,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/j/903/F-APCA-product__39934.jpg,F-APCA-product__39934.jpg,http://www.sjdg.com.au/product_images/j/903/F-APCA-product__39934.jpg,,,,,,,,,,,,,,,,,,,A3 PVC Carrier
Anaconda,F-APH, <p>Clear plastic. Clip onto top of ticket frames (F-FA..) to hold cards and POS material. Use 2 per frame.</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/c/555/F-APH-usage3__10856.jpg,F-APH-product__21124.jpg,http://www.sjdg.com.au/product_images/e/312/F-APH-product__21124.jpg,F-APH-usage1__68796.jpg,http://www.sjdg.com.au/product_images/g/026/F-APH-usage1__68796.jpg,F-APH-usage3__10856.jpg,http://www.sjdg.com.au/product_images/c/555/F-APH-usage3__10856.jpg,,,,,,,,,,,,,,,Frame Card Holder Clip
Anaconda,F-APR10600, <p>600mm aluminium dowel 10mm diameter with rubber end stops. Can be mounted in frame stands with 10mm t pieces for poster display</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/r/289/F-APR10600-usage1__11085.jpg,F-APR10600-usage1__11085.jpg,http://www.sjdg.com.au/product_images/r/289/F-APR10600-usage1__11085.jpg,,,,,,,,,,,,,,,,,,,Poster Dowel 10mm 600mm
Anaconda,F-APSA4, <p>Clear PVC .2mm thick. Use to protect and enhance tickets in frames and displays.</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/w/990/F-APSA-product__06195.jpg,F-APSA-product__06195.jpg,http://www.sjdg.com.au/product_images/w/990/F-APSA-product__06195.jpg,,,,,,,,,,,,,,,,,,,PVC Sheets A4 Pk of 100
Anaconda,F-ASLC, <p>Spring loaded stem with T piece to attach ticket frames (F-FA..) to display baskets and stands. Rotates 360 degrees.</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/o/034/F-ASLC__12017.jpg,F-ASLC-product__66849.jpg,http://www.sjdg.com.au/product_images/c/402/F-ASLC-product__66849.jpg,F-TASLC-usage2__42716.jpg,http://www.sjdg.com.au/product_images/c/971/F-TASLC-usage2__42716.jpg,F-ASLC-usage2__97511.jpg,http://www.sjdg.com.au/product_images/l/706/F-ASLC-usage2__97511.jpg,F-ASLC__12017.jpg,http://www.sjdg.com.au/product_images/o/034/F-ASLC__12017.jpg,,,,,,,,,,,,,Spring Loaded Basket Clamp
Anaconda,F-ATCR10, <p>Clear plastic to fit onto 10mm diameter stands to hold ticket frames (F-FA..)</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/h/273/F-ATCR10-product__34899.jpg,F-BMWE-usage3__69323.jpg,http://www.sjdg.com.au/product_images/q/294/F-BMWE-usage3__69323.jpg,F-ATCR10-product__34899.jpg,http://www.sjdg.com.au/product_images/h/273/F-ATCR10-product__34899.jpg,,,,,,,,,,,,,,,,,Tee Piece Clear 10mm
Anaconda,F-BA, <p>Clear plastic support base to hold plastic frames (F-FA..) at an angle. Use 2 per frame.</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/i/639/F-BA-usage__54974.jpg,F-BA-product__45238.jpg,http://www.sjdg.com.au/product_images/v/235/F-BA-product__45238.jpg,F-BA-usage__18092.jpg,http://www.sjdg.com.au/product_images/j/329/F-BA-usage__18092.jpg,F-BA-usage1__00369.jpg,http://www.sjdg.com.au/product_images/o/301/F-BA-usage1__00369.jpg,F-BA-usage__54974.jpg,http://www.sjdg.com.au/product_images/i/639/F-BA-usage__54974.jpg,,,,,,,,,,,,,Frame Base Angled
Anaconda,F-BAMC, <p>Replacement clip to suit magnetic base F-BMWE/BK.</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/m/694/F-BAMC.pic__40199.jpg,F-BMWBK-product__19769.jpg,http://www.sjdg.com.au/product_images/u/710/F-BMWBK-product__19769.jpg,F-BAMC.pic__40199.jpg,http://www.sjdg.com.au/product_images/m/694/F-BAMC.pic__40199.jpg,,,,,,,,,,,,,,,,,Frame Base Magnet Clip
Anaconda,F-BAMCW, <p>Replacement clip to suit&nbsp; magnetic wall mount <br />F-BMWBK/WE</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/k/834/F-BAMCW-product__58021.jpg,F-BMWWE-product__19549.jpg,http://www.sjdg.com.au/product_images/p/590/F-BMWWE-product__19549.jpg,F-BAMCW-product__58021.jpg,http://www.sjdg.com.au/product_images/k/834/F-BAMCW-product__58021.jpg,,,,,,,,,,,,,,,,,Frame Base Wall Magnet Clip
Anaconda,F-BMBK, <p>Magnet with clips to hold ticket frames (F-FA.) to metal surfaces.</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/q/501/f-bmbk__17309.jpg,f-bmbk__17309.jpg,http://www.sjdg.com.au/product_images/q/501/f-bmbk__17309.jpg,,,,,,,,,,,,,,,,,,,Magnetic Base Black
Anaconda,F-BMWBK, <p>Strong magnetic clip to hold ticket frames (F-FA..) to metal surfaces.&nbsp;</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/s/831/F-BMWBK-product__48397.jpg,F-BMWBK-product__48397.jpg,http://www.sjdg.com.au/product_images/s/831/F-BMWBK-product__48397.jpg,,,,,,,,,,,,,,,,,,,Wall Mount Magnet Black
Anaconda,F-BS, <p>Support base to hold Plastic Ticket Frames&nbsp;(F-FA)&nbsp;upright. Two required per frame.</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/v/414/F-BS-usage2__67614.jpg,F-BS-product__42105.jpg,http://www.sjdg.com.au/product_images/p/126/F-BS-product__42105.jpg,F-BS-usage2__66826.jpg,http://www.sjdg.com.au/product_images/w/801/F-BS-usage2__66826.jpg,F-BS-usage2__67614.jpg,http://www.sjdg.com.au/product_images/v/414/F-BS-usage2__67614.jpg,,,,,,,,,,,,,,,Frame Base Straight
Anaconda,F-BS800, <p>800mm high matt aluminium stand with black steel base 200mm x 150mm. Fitted with t piece for use with F-FA ticket frames.</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/w/499/F-BS800-product__45367.jpg,F-BS800-usage2__13931.jpg,http://www.sjdg.com.au/product_images/e/895/F-BS800-usage2__13931.jpg,F-BS800-product__45367.jpg,http://www.sjdg.com.au/product_images/w/499/F-BS800-product__45367.jpg,,,,,,,,,,,,,,,,,Fixed Base Stand 800mm
Anaconda,F-FA3PCR, <p>A3 Clear sturdy ABS plastic for professional ticket display.</p> ,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/t/375/F-FA4PCL-product__96951.jpg,F-FA3PCR-product__11070.jpg,http://www.sjdg.com.au/product_images/o/330/F-A-usage1__07444.jpg,F-FA4PCL-product__96951.jpg,http://www.sjdg.com.au/product_images/t/375/F-FA4PCL-product__96951.jpg,,,,,,,,,,,,,,,,,A3 Portrait Ticket Frame Clear
Anaconda,F-FA4PCR, <p>A4 Clear sturdy ABS plastic for professional ticket display.</p> ,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/t/375/F-FA4PCL-product__96951.jpg,F-FA3PCR-product__11070.jpg,http://www.sjdg.com.au/product_images/o/330/F-A-usage1__07444.jpg,F-FA4PCL-product__96951.jpg,http://www.sjdg.com.au/product_images/t/375/F-FA4PCL-product__96951.jpg,,,,,,,,,,,,,,,,,A4 Portrait Ticket Frame Clear
Anaconda,H-AICCCLR, <p>Clear rubber clip fits over display hooks to keep merchandise forward for full display appearance.</p>,,,Anaconda/Display Hooks,Display Hooks,,,,,,,,,http://www.sjdg.com.au/product_images/y/721/H-AICCCLR-product__02571.jpg,H-AICCCLR-usage1__45217.jpg,http://www.sjdg.com.au/product_images/n/314/H-AICCCLR-usage1__45217.jpg,H-AICCCLR-usage2__56096.jpg,http://www.sjdg.com.au/product_images/f/975/H-AICCCLR-usage2__56096.jpg,H-AICCCLR-product__02571.jpg,http://www.sjdg.com.au/product_images/y/721/H-AICCCLR-product__02571.jpg,,,,,,,,,,,,,,,Inventory Control Clip Rubber Clear
Anaconda,H-GMH100C, <p>4.5 mm diam. Bright zinc plated steel with crosspiece for flipper label holder. Suitable for mesh to 50mm.</p>,,,Anaconda/Display Hooks,Display Hooks,,,,,,,,,http://www.sjdg.com.au/product_images/y/094/H-GMH100-product__63705.jpg,Z-ANGMH-usage2__60990.jpg,http://www.sjdg.com.au/product_images/b/196/Z-ANGMH-usage2__60990.jpg,H-GMH.line__36480.jpg,http://www.sjdg.com.au/product_images/h/046/H-GMH.line__36480.jpg,H-GMH100-product__63705.jpg,http://www.sjdg.com.au/product_images/y/094/H-GMH100-product__63705.jpg,,,,,,,,,,,,,,,Grid Mesh Flipper Hook 100mm Chrome
Anaconda,H-GMH150, <p>4.5 mm diam. Bright zinc plated steel with crosspiece for flipper label holder. Suitable for mesh to 50mm.</p>,,,Anaconda/Display Hooks,Display Hooks,,,,,,,,,http://www.sjdg.com.au/product_images/y/094/H-GMH100-product__63705.jpg,Z-ANGMH-usage2__60990.jpg,http://www.sjdg.com.au/product_images/b/196/Z-ANGMH-usage2__60990.jpg,H-GMH.line__36480.jpg,http://www.sjdg.com.au/product_images/h/046/H-GMH.line__36480.jpg,H-GMH100-product__63705.jpg,http://www.sjdg.com.au/product_images/y/094/H-GMH100-product__63705.jpg,,,,,,,,,,,,,,,Grid Mesh Flipper Hook 150mm
Anaconda,H-GMH200, <p>4.5 mm diam. Bright zinc plated steel with crosspiece for flipper label holder. Suitable for mesh to 50mm.</p>,,,Anaconda/Display Hooks,Display Hooks,,,,,,,,,http://www.sjdg.com.au/product_images/y/094/H-GMH100-product__63705.jpg,Z-ANGMH-usage2__60990.jpg,http://www.sjdg.com.au/product_images/b/196/Z-ANGMH-usage2__60990.jpg,H-GMH.line__36480.jpg,http://www.sjdg.com.au/product_images/h/046/H-GMH.line__36480.jpg,H-GMH100-product__63705.jpg,http://www.sjdg.com.au/product_images/y/094/H-GMH100-product__63705.jpg,,,,,,,,,,,,,,,Grid Mesh Flipper Hook 200mm
Anaconda,H-GMH350C, <p>4.5 mm diam. Bright zinc plated steel with crosspiece for flipper label holder. Suitable for mesh to 50mm.</p>,,,Anaconda/Display Hooks,Display Hooks,,,,,,,,,http://www.sjdg.com.au/product_images/y/094/H-GMH100-product__63705.jpg,Z-ANGMH-usage2__60990.jpg,http://www.sjdg.com.au/product_images/b/196/Z-ANGMH-usage2__60990.jpg,H-GMH.line__36480.jpg,http://www.sjdg.com.au/product_images/h/046/H-GMH.line__36480.jpg,H-GMH100-product__63705.jpg,http://www.sjdg.com.au/product_images/y/094/H-GMH100-product__63705.jpg,,,,,,,,,,,,,,,Grid Mesh Flipper Hook 350mm Chrome
Anaconda,K-WFS, <p>600mm high sturdy folding plastic signs.</p>,,,Anaconda/Safety Products,Safety Products,,,,,,,,,http://www.sjdg.com.au/product_images/b/095/K-WFS-product__48067.jpg,K-WFS-product__48067.jpg,http://www.sjdg.com.au/product_images/b/095/K-WFS-product__48067.jpg,,,,,,,,,,,,,,,,,,,Wet Floor A-Board
Anaconda,M-D60385, <p>Clear polycarbonate divider. Clips into M-FRICA.front riser channel and M-RDCA. front or rear single channel. 60mm (H) x 385mm (L).</p>,,,Anaconda/Shelf Management,Shelf Management,,,,,,,,,http://www.sjdg.com.au/product_images/t/045/M-D60385-product__24671.jpg,M-FRICA1200-product__47746.jpg,http://www.sjdg.com.au/product_images/b/720/M-FRICA1200-product__47746.jpg,M-FR-usage1__52337.jpg,http://www.sjdg.com.au/product_images/r/586/M-FR-usage1__52337.jpg,M-RDCA1200-usage1__91265.jpg,http://www.sjdg.com.au/product_images/x/901/M-RDCA1200-usage1__91265.jpg,M-D60385-product__24671.jpg,http://www.sjdg.com.au/product_images/t/045/M-D60385-product__24671.jpg,,,,,,,,,,,,,Shelf Divider 60 x 385mm
Anaconda,M-FRICA1170, <p>Use with shelf dividers (M-D60385) and risers (Z-SPFR)</p> <p>Shelf dividers and risers in photo are not included </p>,,,Anaconda/Shelf Management,Shelf Management,,,,,,,,,http://www.sjdg.com.au/product_images/f/238/M-FRICA1200-product__66322.jpg,M-FRICA1200-product__66322.jpg,http://www.sjdg.com.au/product_images/f/238/M-FRICA1200-product__66322.jpg,,,,,,,,,,,,,,,,,,,Front Riser Inc Channel 1170mm
Anaconda,M-RDCA1170," <p>Rear Divider Channel, self adheres to the back of the shelf for the Shelf Divider (M-D60385) to clip onto. Also works with Front Riser Channel M-FRICA1200. 1200mm long.</p>",,,Anaconda/Shelf Management,Shelf Management,,,,,,,,,http://www.sjdg.com.au/product_images/n/404/M-RDCA1200__94161.jpg,M-RDCA1200-usage1__51618.jpg,http://www.sjdg.com.au/product_images/j/034/M-RDCA1200-usage1__51618.jpg,M-FR-usage1__72166.jpg,http://www.sjdg.com.au/product_images/n/925/M-FR-usage1__72166.jpg,M-RDCA1200__94161.jpg,http://www.sjdg.com.au/product_images/n/404/M-RDCA1200__94161.jpg,,,,,,,,,,,,,,,Rear Divider Channel Ad 1170mm
Anaconda,P-SFA2," <p>A2 Size. Mitred corners, matt aluminium. Snap on sides for instant poster display.</p>",,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/n/288/P-SFA__39479.jpg,P-SFA__39479.jpg,http://www.sjdg.com.au/product_images/n/288/P-SFA__39479.jpg,,,,,,,,,,,,,,,,,,,Snap Frame A2
Anaconda,P-SFA3," <p>A3 Size. Mitred corners, matt aluminium. Snap on sides for instant poster display.</p>",,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/n/288/P-SFA__39479.jpg,P-SFA__39479.jpg,http://www.sjdg.com.au/product_images/n/288/P-SFA__39479.jpg,,,,,,,,,,,,,,,,,,,Snap Frame A3
Anaconda,P-SFA4," <p>A4 Size. Mitred corners, matt aluminium. Snap on sides for instant poster display.</p>",,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/n/288/P-SFA__39479.jpg,P-SFA__39479.jpg,http://www.sjdg.com.au/product_images/n/288/P-SFA__39479.jpg,,,,,,,,,,,,,,,,,,,Snap Frame A4
Anaconda,P-SFA5," <p>A5 Size. Mitred corners, matt aluminium. Snap on sides for instant poster display.</p>",,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/n/288/P-SFA__39479.jpg,P-SFA__39479.jpg,http://www.sjdg.com.au/product_images/n/288/P-SFA__39479.jpg,,,,,,,,,,,,,,,,,,,Snap Frame A5
Anaconda,P-SFABA1, <p>Folding sturdy aluminium unit to hold 2 x A1 signs. Clear PVC covers. Suitable for indoor use only.</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/z/629/P-SFABA1-product__89460.jpg,P-SFABA1-usage2__11842.jpg,http://www.sjdg.com.au/product_images/v/909/P-SFABA1-usage2__11842.jpg,P-SFABA1-product__89460.jpg,http://www.sjdg.com.au/product_images/z/629/P-SFABA1-product__89460.jpg,,,,,,,,,,,,,,,,,Snap Frame A-Board A1
Anaconda,P-SFRCA0CL, <p>Replacement for A0 snap frames. A0 (1189mm x 841mm).</p>,,,Anaconda/Poster Display System ,Poster Display System ,,,,,,,,,http://www.sjdg.com.au/product_images/z/206/P-SFFRCA0CL__13153.jpg,P-SFFRCA0CL__13153.jpg,http://www.sjdg.com.au/product_images/z/206/P-SFFRCA0CL__13153.jpg,,,,,,,,,,,,,,,,,,,SF Insert A0 Clear
Anaconda,R-AG, <p>Sturdy attacher gun with safety cover. For use with all attacher tags and hooks (R-AT..)</p>,,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/c/064/R-AG-product__11659.jpg,R-AG-product__11659.jpg,http://www.sjdg.com.au/product_images/c/064/R-AG-product__11659.jpg,,,,,,,,,,,,,,,,,,,Attacher Gun
Anaconda,R-AGN, <p>For use with attacher gun R-AG.</p>,,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/h/644/R-AGN-product__21827.jpg,R-AGN-product__21827.jpg,http://www.sjdg.com.au/product_images/h/644/R-AGN-product__21827.jpg,,,,,,,,,,,,,,,,,,,Attacher Gun Needle pk of 5
Anaconda,R-AT25, <p>Clear nylon. For use with attacher gun R-AG.</p>,,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/r/156/R-AT25__93318.jpg,R-AT25-product__86780.jpg,http://www.sjdg.com.au/product_images/c/085/R-AT25-product__86780.jpg,R-AT25__93318.jpg,http://www.sjdg.com.au/product_images/r/156/R-AT25__93318.jpg,,,,,,,,,,,,,,,,,Attacher Tags 25mm Pk 5000
Anaconda,R-ATH25, <p>Clear nylon. For use with attacher gun R-AG. 25mm diameter hook.</p>,,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/a/516/R-ATH25.line__81336.jpg,R-ATH-procuct__24722.jpg,http://www.sjdg.com.au/product_images/n/943/R-ATH-procuct__24722.jpg,R-ATH25.line__81336.jpg,http://www.sjdg.com.au/product_images/a/516/R-ATH25.line__81336.jpg,,,,,,,,,,,,,,,,,Attacher Tags Hook Pk 5000
Anaconda,R-CDA3, <p>900mm high black powder coated stand with heavy base. 4.5 mm clear acrylic top with removable divider to display A3 or 2 x A4 brochures or catalogues.</p>,,,Anaconda/Brochure Holders ,Brochure Holders ,,,,,,,,,http://www.sjdg.com.au/product_images/w/854/R-CDA3-product__08391.jpg,R-CDATA3-usage1__45215.jpg,http://www.sjdg.com.au/product_images/v/154/R-CDATA3-usage1__45215.jpg,R-CDA3-product__08391.jpg,http://www.sjdg.com.au/product_images/w/854/R-CDA3-product__08391.jpg,,,,,,,,,,,,,,,,,Catalogue Dispenser A3L + Base
Anaconda,R-CDATA3, <p>&nbsp;4.5 mm clear acrylic top with removable divider to display A3 or 2 x A4 brochures or catalogues. Suitable for use with R-CD.. catalogue dispenser stands.</p>,,,Anaconda/Brochure Holders ,Brochure Holders ,,,,,,,,,http://www.sjdg.com.au/product_images/g/772/Z-PSRCDATA4-product__07897.jpg,Z-PSRDA4-product__38686.jpg,http://www.sjdg.com.au/product_images/d/819/Z-PSRDA4-product__38686.jpg,R-CDATA3-usage1__37037.jpg,http://www.sjdg.com.au/product_images/o/680/R-CDATA3-usage1__37037.jpg,Z-PSRCDATA4-product__07897.jpg,http://www.sjdg.com.au/product_images/g/772/Z-PSRCDATA4-product__07897.jpg,,,,,,,,,,,,,,,A3 Acrylic Dispenser Top
Anaconda,R-HTC, <p>800mm high chrome steel stand for easy collection and storage of clip coat hangers.</p>,,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/a/345/R-HTC-product__31360.jpg,R-HTC-product__31360.jpg,http://www.sjdg.com.au/product_images/a/345/R-HTC-product__31360.jpg,,,,,,,,,,,,,,,,,,,Hanger Tidy Clip
Anaconda,R-HTT, <p>800mm high chrome steel stand for easy collection and storage of triangular coat hangers.</p>,,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/j/585/R-HTT-product__02322.jpg,R-HTT-product__02322.jpg,http://www.sjdg.com.au/product_images/j/585/R-HTT-product__02322.jpg,,,,,,,,,,,,,,,,,,,Hanger Tidy Triangular
Anaconda,R-PTR1000, <p>25x40mm white card with punch hole for attachment. Roll of 1000.</p>,,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/p/260/R-PTR1000-product__23902.jpg,R-PTR1000-product__23902.jpg,http://www.sjdg.com.au/product_images/p/260/R-PTR1000-product__23902.jpg,,,,,,,,,,,,,,,,,,,Price Ticket Roll 25x40mm 1000
Anaconda,S-AF391200CR," <p class=""p1"">Holds label to 39mm high at upward angle of 20 degrees. Fitted with 12mm foam d/sided tape for front mounting.</p> <p>Box of 25</p>",,,Anaconda/Datastrip,Datastrip,,,,,,,,,http://www.sjdg.com.au/product_images/i/240/S-AF39CR.web__41401.jpg,S-AF39CR.web__41401.jpg,http://www.sjdg.com.au/product_images/i/240/S-AF39CR.web__41401.jpg,,,,,,,,,,,,,,,,,,,F/Mount D/Strip 39x1200mm CR
Anaconda,S-FA26870CR, <p>870mm Long. Holds label&nbsp; to 26mm high vertically. Clear front. White back. Fitted with 9mm d/sided tape for front mounting.</p> <p>These come in Boxes of 50. Order 1 to get 50.</p>,,,Anaconda/Datastrip,Datastrip,,,,,,,,,http://www.sjdg.com.au/product_images/x/234/S-FA30CR-product__24355.jpg,S-FA26-usage3__16720.jpg,http://www.sjdg.com.au/product_images/t/834/S-FA26-usage3__16720.jpg,S-FA30CR-product__24355.jpg,http://www.sjdg.com.au/product_images/x/234/S-FA30CR-product__24355.jpg,,,,,,,,,,,,,,,,,Adh D/Strip 26x870mm Clear
Anaconda,S-FA261170CR, <p>1170mm Long. Holds label&nbsp; to 26mm high vertically. Clear front. White back. Fitted with 9mm d/sided tape for front mounting.</p> <p>These come in Boxes of 50. Order 1 to get 50.</p>,,,Anaconda/Datastrip,Datastrip,,,,,,,,,http://www.sjdg.com.au/product_images/x/234/S-FA30CR-product__24355.jpg,S-FA26-usage3__16720.jpg,http://www.sjdg.com.au/product_images/t/834/S-FA26-usage3__16720.jpg,S-FA30CR-product__24355.jpg,http://www.sjdg.com.au/product_images/x/234/S-FA30CR-product__24355.jpg,,,,,,,,,,,,,,,,,Adh D/Strip 26x1170mm Clear
Anaconda,S-FS2650CR, <p>Anaconda Flipper Label Holder 26mm x 50mm - pack of 100 - use with flipper hooks (H-FH)</p>,,,Anaconda/Display Hooks,Display Hooks,,,,,,,,,http://www.sjdg.com.au/product_images/a/990/S-FS3955CR-product__16632.jpg,S-FS26-usage2__26087.jpg,http://www.sjdg.com.au/product_images/w/886/S-FS26-usage2__26087.jpg,S-FS3955CR-product__16632.jpg,http://www.sjdg.com.au/product_images/a/990/S-FS3955CR-product__16632.jpg,,,,,,,,,,,,,,,,,Flipper L/Holder 26x50mm CR
Anaconda,S-FS2690CR, <p>Anaconda Flipper Label Holder 26mm x 90mm - pack of 100 - use with flipper hooks (H-FH)</p>,,,Anaconda/Display Hooks,Display Hooks,,,,,,,,,http://www.sjdg.com.au/product_images/a/990/S-FS3955CR-product__16632.jpg,S-FS26-usage2__26087.jpg,http://www.sjdg.com.au/product_images/w/886/S-FS26-usage2__26087.jpg,S-FS3955CR-product__16632.jpg,http://www.sjdg.com.au/product_images/a/990/S-FS3955CR-product__16632.jpg,,,,,,,,,,,,,,,,,Flipper L/Holder 26x90mm CR
Anaconda,S-GSS301100CR,<p>1100mm Long. Holds labels to 30mm high. Clear front and back. Clips onto glass shelving up to 10mm wide.</p>,,,Anaconda/Datastrip,Datastrip,,,,,,,,,http://www.sjdg.com.au/product_images/y/063/S-GSS30__77758.jpg,S-GSS30__77758.jpg,http://www.sjdg.com.au/product_images/y/063/S-GSS30__77758.jpg,,,,,,,,,,,,,,,,,,,Glass Shelf Strip 30 x1100mm Clear
