Category String,Code,Description,Usage,Specifications,Category String2,Category Name - 1,Category Name - 2,Category Name - 3,Category Name - 4,Category Name - 5,Category Name - 6,Category Name - 7,Category Name - 8,Category Name - 9,Featured Image,Product Image File - 1,Product Image URL - 1,Product Image File - 2,Product Image URL - 2,Product Image File - 3,Product Image URL - 3,Product Image File - 4,Product Image URL - 4,Product Image File - 5,Product Image URL - 5,Product Image File - 6,Product Image URL - 6,Product Image File - 7,Product Image URL - 7,Product Image File - 8,Product Image URL - 8,Product Image File - 9,Product Image URL - 9,Product Image File - 10,Product Image URL - 10
Spotlight,D-WS150, <p>150mm long clear PVC with adhesive pads on each end to make instant shelf wobbler.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/m/988/D-WS150__63814.jpg,D-WS150-product__73055.jpg,http://www.sjdg.com.au/product_images/q/694/D-WS150-product__73055.jpg,D-WS150-productgroup__74708.jpg,http://www.sjdg.com.au/product_images/i/500/D-WS150-productgroup__74708.jpg,D-WS150__63814.jpg,http://www.sjdg.com.au/product_images/m/988/D-WS150__63814.jpg,,,,,,,,,,,,,,
Spotlight,F-AHCW, <p>Clear plastic clips to hang ticket frames (F-FA..) on baskets and display stands.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/f/761/F-AHCW-product__36324.jpg,F-AHCW-usage1__64787.jpg,http://www.sjdg.com.au/product_images/y/858/F-AHCW-usage1__64787.jpg,F-AHCW-product__36324.jpg,http://www.sjdg.com.au/product_images/f/761/F-AHCW-product__36324.jpg,,,,,,,,,,,,,,,,
Spotlight,F-AJC,<p>Clear plastic to join 2 ticket frames (F-FA.) together.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/m/960/F-AJC-product__22987.jpg,F-AJC-usage__63403.jpg,http://www.sjdg.com.au/product_images/v/212/F-AJC-usage__63403.jpg,F-AJC-product__22987.jpg,http://www.sjdg.com.au/product_images/m/960/F-AJC-product__22987.jpg,,,,,,,,,,,,,,,,
Spotlight,F-APCA3, <p>A3 .5mm clear PVC folded to protect and enhance POS material.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/b/770/F-APCA-product__86560.jpg,F-APCA-product__86560.jpg,http://www.sjdg.com.au/product_images/b/770/F-APCA-product__86560.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-APCA4, <p>.A4 5mm clear PVC folded to protect and enhance POS material.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/b/770/F-APCA-product__86560.jpg,F-APCA-product__86560.jpg,http://www.sjdg.com.au/product_images/b/770/F-APCA-product__86560.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-APH, <p>Clear plastic. Clip onto top of ticket frames (F-FA..) to hold cards and POS material. Use 2 per frame.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/q/627/F-APH-usage3__29911.jpg,F-APH-product__76281.jpg,http://www.sjdg.com.au/product_images/c/651/F-APH-product__76281.jpg,F-APH-usage1__38940.jpg,http://www.sjdg.com.au/product_images/c/496/F-APH-usage1__38940.jpg,F-APH-usage3__29911.jpg,http://www.sjdg.com.au/product_images/q/627/F-APH-usage3__29911.jpg,,,,,,,,,,,,,,
Spotlight,F-APR10600, <p>600mm aluminium dowel 10mm diameter with rubber end stops. Can be mounted in frame stands with 10mm t pieces for poster display.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/w/757/F-APR10600-product__18607.jpg,F-APR10600-usage1__27802.jpg,http://www.sjdg.com.au/product_images/r/189/F-APR10600-usage1__27802.jpg,F-APR10600-product__18607.jpg,http://www.sjdg.com.au/product_images/w/757/F-APR10600-product__18607.jpg,,,,,,,,,,,,,,,,
Spotlight,F-APSA4, <p>Clear PVC .2mm thick. Use to protect and enhance tickets in frames and displays.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/g/891/F-APSA-product__70344.jpg,F-APSA-product__70344.jpg,http://www.sjdg.com.au/product_images/g/891/F-APSA-product__70344.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-APSA3, <p>Clear PVC .2mm thick. Use to protect and enhance tickets in frames and displays.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/g/891/F-APSA-product__70344.jpg,F-APSA-product__70344.jpg,http://www.sjdg.com.au/product_images/g/891/F-APSA-product__70344.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-ASLC, <p>Spring loaded stem with T piece to attach ticket frames (F-FA..) to display baskets and stands. Rotates 360 degrees.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/r/136/F-ASLC-product__87721.jpg,F-TASLC-usage2__13316.jpg,http://www.sjdg.com.au/product_images/a/195/F-TASLC-usage2__13316.jpg,F-ASLC-usage1__44307.jpg,http://www.sjdg.com.au/product_images/z/065/F-ASLC-usage1__44307.jpg,F-ASLC-product__87721.jpg,http://www.sjdg.com.au/product_images/r/136/F-ASLC-product__87721.jpg,,,,,,,,,,,,,,
Spotlight,F-ATCR10, <p>Clear plastic to fit onto 10mm diameter stands to hold ticket frames (F-FA..)</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/v/240/F-ATCR10-product__17388.jpg,F-BMWE-usage3__54248.jpg,http://www.sjdg.com.au/product_images/v/102/F-BMWE-usage3__54248.jpg,F-ATCR10-product__17388.jpg,http://www.sjdg.com.au/product_images/v/240/F-ATCR10-product__17388.jpg,,,,,,,,,,,,,,,,
Spotlight,F-ATWE10, <p>White plastic to fit onto 10mm diameter stands to hold ticket frames (F-FA..)</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/l/816/F-ATWE-product__55957.jpg,F-ATWE-product__55957.jpg,http://www.sjdg.com.au/product_images/l/816/F-ATWE-product__55957.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-BA, <p>Clear plastic support base to hold plastic frames (F-FA..) at an angle. Use 2 per frame.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/c/034/F-BA-product__23406.jpg,F-BA-usage__64280.jpg,http://www.sjdg.com.au/product_images/d/858/F-BA-usage__64280.jpg,F-BA-product__23406.jpg,http://www.sjdg.com.au/product_images/c/034/F-BA-product__23406.jpg,,,,,,,,,,,,,,,,
Spotlight,F-BAMC, <p>Replacement clip to suit magnetic base F-BMWE/BK.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/m/908/F-BAMC.pic__91386.jpg,F-BMWBK-product__51507.jpg,http://www.sjdg.com.au/product_images/b/690/F-BMWBK-product__51507.jpg,F-BAMC.pic__91386.jpg,http://www.sjdg.com.au/product_images/m/908/F-BAMC.pic__91386.jpg,,,,,,,,,,,,,,,,
Spotlight,F-BAMCW, <p>Replacement clip to suit&nbsp; magnetic wall mount <br />F-BMWBK/WE</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/s/404/F-BAMCW-product__51321.jpg,F-BAMCW-usage1__12692.jpg,http://www.sjdg.com.au/product_images/t/784/F-BAMCW-usage1__12692.jpg,F-BAMCW-product__51321.jpg,http://www.sjdg.com.au/product_images/s/404/F-BAMCW-product__51321.jpg,,,,,,,,,,,,,,,,
Spotlight,F-BMBK," <p>Spotlight&nbsp;Black&nbsp;Magnetic Base, use with T Piece F-AT.</p>",,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/p/162/F-BMHDBK-product_copy__54110.jpg,F-BMHDBK-product_copy__54110.jpg,http://www.sjdg.com.au/product_images/p/162/F-BMHDBK-product_copy__54110.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-BMHDWE, <p>Super Strong for attaching Frames to Fixtures.<br /><br /></p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/n/152/F-BMHDWE-2-product__14608.jpg,F-BMHDWE-usage1__16565.jpg,http://www.sjdg.com.au/product_images/v/641/F-BMHDWE-usage1__16565.jpg,F-BMHDWE-2-product__14608.jpg,http://www.sjdg.com.au/product_images/n/152/F-BMHDWE-2-product__14608.jpg,,,,,,,,,,,,,,,,
Spotlight,F-BMWBK," <p>Spotlight Black Wall Mount Magnet, holds frames flush with the wall.</p>",,,Spotlight,Spotlight,,,,,,,,,http://www.sjdg.com.au/product_images/o/340/F-BAMCW-usage1__91947.jpg,F-BAMCW-usage1__91947.jpg,http://www.sjdg.com.au/product_images/o/340/F-BAMCW-usage1__91947.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-BMWE, <p>Magnet with clips to hold ticket frames (F-FA.) to metal surfaces.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/w/273/F-BMWE-product__58998.jpg,F-BMWE-usage1__45538.jpg,http://www.sjdg.com.au/product_images/m/156/F-BMWE-usage1__45538.jpg,F-FA-usage3__35198.jpg,http://www.sjdg.com.au/product_images/e/356/F-FA-usage3__35198.jpg,F-BMWE-product__58998.jpg,http://www.sjdg.com.au/product_images/w/273/F-BMWE-product__58998.jpg,,,,,,,,,,,,,,
Spotlight,F-BS, <p>Clear plastic base to suit ticket frames (F-FA..) Use 2 per frame.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/p/992/F-BS-product__52957.jpg,F-BS-product__52957.jpg,http://www.sjdg.com.au/product_images/p/992/F-BS-product__52957.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-BS800, <p>800mm high matt aluminium stand with black steel base 200x150mm. Fitted with t piece for use with F-FA ticket frames.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/d/141/F-BS800-product__39073.jpg,F-BS800-product__39073.jpg,http://www.sjdg.com.au/product_images/d/141/F-BS800-product__39073.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-BTS600, <p>Chrome stands telescopic from 350mm to 600mm high. Heavy metal base 150x200mm. Includes t piece for use with F-FA ticket frames.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/d/525/F-BTS-product__97733.jpg,F-BTS-product__97733.jpg,http://www.sjdg.com.au/product_images/d/525/F-BTS-product__97733.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-FA4PWE, <p>A2 White ABS plastic ticket frame to hold and secure POS material.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/c/746/F-FA4PCL-product__66714.jpg,F-FA3PWE-product__61346.jpg,http://www.sjdg.com.au/product_images/q/915/F-FA3PWE-product__61346.jpg,F-FA-usage__29979.jpg,http://www.sjdg.com.au/product_images/e/087/F-FA-usage__29979.jpg,F-FA-usage2__68042.jpg,http://www.sjdg.com.au/product_images/x/965/F-FA-usage2__68042.jpg,F-FA-usage3__51265.jpg,http://www.sjdg.com.au/product_images/s/057/F-FA-usage3__51265.jpg,F-FA4PCL-product__66714.jpg,http://www.sjdg.com.au/product_images/c/746/F-FA4PCL-product__66714.jpg,,,,,,,,,,
Spotlight,F-FA3PWE, <p>A3 White ABS plastic ticket frame to hold and secure POS material.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/c/746/F-FA4PCL-product__66714.jpg,F-FA3PWE-product__61346.jpg,http://www.sjdg.com.au/product_images/q/915/F-FA3PWE-product__61346.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-FA42LCR, <p>Clear plastic ticket frame to hold POS material 105mm x 300mm (half A4)</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/g/187/F-A2LCR-product__44248.jpg,F-A2LCR-product__44248.jpg,http://www.sjdg.com.au/product_images/g/187/F-A2LCR-product__44248.jpg,,,,,,,,,,,,,,,,,,
Spotlight,H-AICCCLR, <p>Clear rubber clip fits over display hooks to keep merchandise forward for full display appearance.</p>,,,Spotlight/Display Hooks;Spotlight/Display Accessories,Display Hooks,Display Accessories,,,,,,,,http://www.sjdg.com.au/product_images/b/913/H-AICCCLR-product__25573.jpg,H-AICCCLR-usage1__66506.jpg,http://www.sjdg.com.au/product_images/f/222/H-AICCCLR-usage1__66506.jpg,H-AICCCLR-usage2__06463.jpg,http://www.sjdg.com.au/product_images/u/968/H-AICCCLR-usage2__06463.jpg,H-AICCCLR-product__25573.jpg,http://www.sjdg.com.au/product_images/b/913/H-AICCCLR-product__25573.jpg,,,,,,,,,,,,,,
Spotlight,H-FP300HD," <p>5.5mm diam. Chrome plated steel with crosspiece for flipper label holder. Suitable for volcano panel, pegboard and slatwall.</p>",,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/w/727/H-FP100-product__16768.jpg,H-FP100-product__16768.jpg,http://www.sjdg.com.au/product_images/w/727/H-FP100-product__16768.jpg,,,,,,,,,,,,,,,,,,
Spotlight,H-FSSE100," <p>6mm diam. Bright zinc plated steel with crosspiece for flipper label holder and fastback hinged clip for easy display changes and maximum use of display area. Suitable for metal perforated panel, volcano panel, pegboard and slatwall.&nbsp;</p>",,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/u/720/H-FSSE100-product__31376.jpg,H-FSSE-usage1__88737.jpg,http://www.sjdg.com.au/product_images/c/365/H-FSSE-usage1__88737.jpg,H-FSSE100-product__31376.jpg,http://www.sjdg.com.au/product_images/u/720/H-FSSE100-product__31376.jpg,,,,,,,,,,,,,,,,
Spotlight,H-FSSE150," <p>6mm diam. Bright zinc plated steel with crosspiece for flipper label holder and fastback hinged clip for easy display changes and maximum use of display area. Suitable for metal perforated panel, volcano panel, pegboard and slatwall.&nbsp;</p>",,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/u/720/H-FSSE100-product__31376.jpg,H-FSSE-usage1__88737.jpg,http://www.sjdg.com.au/product_images/c/365/H-FSSE-usage1__88737.jpg,H-FSSE100-product__31376.jpg,http://www.sjdg.com.au/product_images/u/720/H-FSSE100-product__31376.jpg,,,,,,,,,,,,,,,,
Spotlight,H-FSSE275," <p>6mm diam. Bright zinc plated steel with crosspiece for flipper label holder and fastback hinged clip for easy display changes and maximum use of display area. Suitable for metal perforated panel, volcano panel, pegboard and slatwall.&nbsp;</p>",,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/u/720/H-FSSE100-product__31376.jpg,H-FSSE-usage1__88737.jpg,http://www.sjdg.com.au/product_images/c/365/H-FSSE-usage1__88737.jpg,H-FSSE100-product__31376.jpg,http://www.sjdg.com.au/product_images/u/720/H-FSSE100-product__31376.jpg,,,,,,,,,,,,,,,,
Spotlight,H-FSSE279HD," <p>6mm diam. Bright zinc plated steel with crosspiece for flipper label holder and fastback hinged clip for easy display changes and maximum use of display area. Suitable for metal perforated panel, volcano panel, pegboard and slatwall.&nbsp;</p>",,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/u/720/H-FSSE100-product__31376.jpg,H-FSSE-usage1__88737.jpg,http://www.sjdg.com.au/product_images/c/365/H-FSSE-usage1__88737.jpg,H-FSSE100-product__31376.jpg,http://www.sjdg.com.au/product_images/u/720/H-FSSE100-product__31376.jpg,,,,,,,,,,,,,,,,
Spotlight,H-GMH150, <p>4.5 mm diam. Bright zinc plated steel with crosspiece for flipper label holder. Suitable for mesh to 50mm. 150mm (L). Pack of 100.</p>,,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/b/087/H-GMH100-product__37812.jpg,H-GMH100-product__37812.jpg,http://www.sjdg.com.au/product_images/b/087/H-GMH100-product__37812.jpg,,,,,,,,,,,,,,,,,,
Spotlight,H-GMH200, <p>4.5 mm diam. Bright zinc plated steel with crosspiece for flipper label holder. Suitable for mesh to 50mm. 200mm (L). Pack of 100.</p>,,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/b/087/H-GMH100-product__37812.jpg,H-GMH100-product__37812.jpg,http://www.sjdg.com.au/product_images/b/087/H-GMH100-product__37812.jpg,,,,,,,,,,,,,,,,,,
Spotlight,H-GMH350C,<p>Spotlight CHRISTMAS 350mm Grid Mesh Flipper Hook.</p>,,,Spotlight/Display Hooks,Display Hooks,,,,,,,,,http://www.sjdg.com.au/product_images/n/951/H-GMH350__57971.jpg,H-GMH350__57971.jpg,http://www.sjdg.com.au/product_images/n/951/H-GMH350__57971.jpg,,,,,,,,,,,,,,,,,,
Spotlight,H-PEHOOK, <p>5mm diam. Bright zinc plated steel with crosspiece for flipper label holder. Suitable for mesh to 85mm.</p>,,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/u/751/H-PEHOOK-product__55392.jpg,H-PEHOOK-usage1__50086.jpg,http://www.sjdg.com.au/product_images/v/466/H-PEHOOK-usage1__50086.jpg,H-PEHOOK-ussage2__95956.jpg,http://www.sjdg.com.au/product_images/g/292/H-PEHOOK-ussage2__95956.jpg,H-PEHOOK-usage3__44722.jpg,http://www.sjdg.com.au/product_images/o/395/H-PEHOOK-usage3__44722.jpg,H-PEHOOK-product__55392.jpg,http://www.sjdg.com.au/product_images/u/751/H-PEHOOK-product__55392.jpg,,,,,,,,,,,,
Spotlight,H-SBHOOK, <p>Zinc plated 50mm long for use with flipper label holders (S-FS..)</p>,,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/f/499/H-SBHOOK-product__47235.jpg,H-SBHOOK-usage1__11190.jpg,http://www.sjdg.com.au/product_images/m/188/H-SBHOOK-usage1__11190.jpg,H-SBHOOK-product__47235.jpg,http://www.sjdg.com.au/product_images/f/499/H-SBHOOK-product__47235.jpg,,,,,,,,,,,,,,,,
Spotlight,H-SPEHOOK, <p>5mm diam. Bright zinc plated steel single hook. Suitable for mesh to 75mm.</p>,,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/l/731/H-SPEHOOK-product__12470.jpg,H-SPEHOOK-product__12470.jpg,http://www.sjdg.com.au/product_images/l/731/H-SPEHOOK-product__12470.jpg,,,,,,,,,,,,,,,,,,
Spotlight,H-SPH150," <p class=""p1"">6mm diam. chrome plated steel. Suitable for slatwall.</p>",,,Spotlight;Spotlight/Display Hooks,Spotlight,Display Hooks,,,,,,,,http://www.sjdg.com.au/product_images/p/695/H-SPH100-product__40918.jpg,H-SPH100-product__40918.jpg,http://www.sjdg.com.au/product_images/p/695/H-SPH100-product__40918.jpg,,,,,,,,,,,,,,,,,,
Spotlight,K-SSC,<p>Spotlight Small Simulated Security Camera</p>,,,Spotlight/Safety Products,Safety Products,,,,,,,,,http://www.sjdg.com.au/product_images/i/061/K-SSC-product__17091.jpg,K-SSC-product__17091.jpg,http://www.sjdg.com.au/product_images/i/061/K-SSC-product__17091.jpg,,,,,,,,,,,,,,,,,,
Spotlight,K-WFS, <p>600mm high sturdy folding plastic signs.</p>,,,Spotlight/Safety Products,Safety Products,,,,,,,,,http://www.sjdg.com.au/product_images/s/384/K-WFS-product__46224.jpg,K-WFS-product__46224.jpg,http://www.sjdg.com.au/product_images/s/384/K-WFS-product__46224.jpg,,,,,,,,,,,,,,,,,,
Spotlight,M-D60285, <p>Clear polycarbonate divider. Clips into M-FRICA. Front riser channel and M-RDCA. Front or rear single channel. 60mm high 285mm long.</p>,,,Spotlight/Shelf Management,Shelf Management,,,,,,,,,http://www.sjdg.com.au/product_images/r/316/M-D60385-product__21677.jpg,M-FRICA1200-product__59004.jpg,http://www.sjdg.com.au/product_images/h/263/M-FRICA1200-product__59004.jpg,M-FR-usage1__01710.jpg,http://www.sjdg.com.au/product_images/s/213/M-FR-usage1__01710.jpg,M-RDCA1200-usage1__51524.jpg,http://www.sjdg.com.au/product_images/s/307/M-RDCA1200-usage1__51524.jpg,M-D60385-product__21677.jpg,http://www.sjdg.com.au/product_images/r/316/M-D60385-product__21677.jpg,,,,,,,,,,,,
Spotlight,M-D60385, <p>Clear polycarbonate divider. Clips into M-FRICA. Front riser channel and M-RDCA. Front or rear single channel. 60mm high 385mm long.</p>,,,Spotlight/Shelf Management,Shelf Management,,,,,,,,,http://www.sjdg.com.au/product_images/r/316/M-D60385-product__21677.jpg,M-FRICA1200-product__59004.jpg,http://www.sjdg.com.au/product_images/h/263/M-FRICA1200-product__59004.jpg,,,,,,,,,,,,,,,,,,
Spotlight,M-FRICA1170, <p>PVC channel with 2 x 9mm adhesive foam tape on base. Use with shelf dividers (M60..). 40mm high front riser. 1200mm long.</p>,,,Spotlight/Shelf Management,Shelf Management,,,,,,,,,http://www.sjdg.com.au/product_images/m/601/M-FRICA1200-product__09073.jpg,M-FR-usage1__99273.jpg,http://www.sjdg.com.au/product_images/t/687/M-FR-usage1__99273.jpg,M-FRICA1200-usage1__90421.jpg,http://www.sjdg.com.au/product_images/i/774/M-FRICA1200-usage1__90421.jpg,M-FRICA1200-product__09073.jpg,http://www.sjdg.com.au/product_images/m/601/M-FRICA1200-product__09073.jpg,,,,,,,,,,,,,,
Spotlight,M-RDCA1170, <p>Adhesive backed PVC channel to hold shelf dividers. Use either at back or front of shelf. 1200mm long.</p>,,,Spotlight/Shelf Management,Shelf Management,,,,,,,,,http://www.sjdg.com.au/product_images/s/895/M-RDCA1200__12610.jpg,M-RDCA1200-usage1__73165.jpg,http://www.sjdg.com.au/product_images/j/811/M-RDCA1200-usage1__73165.jpg,M-FR-usage1__75962.jpg,http://www.sjdg.com.au/product_images/t/914/M-FR-usage1__75962.jpg,M-RDCA1200__12610.jpg,http://www.sjdg.com.au/product_images/s/895/M-RDCA1200__12610.jpg,,,,,,,,,,,,,,
Spotlight,P-MSHA3, <p>5.5mm diameter white powder coated steel. 410mm horizontal arm. 550mm high. Fitted with 2 x 45mm heavy duty magnets.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/u/637/P-MSHA3-usage1__31986.jpg,P-MSHA3-product1__88740.jpg,http://www.sjdg.com.au/product_images/o/023/P-MSHA3-product1__88740.jpg,P-MSHA3-usage1__31986.jpg,http://www.sjdg.com.au/product_images/u/637/P-MSHA3-usage1__31986.jpg,,,,,,,,,,,,,,,,
Spotlight,P-SFA2, <p>A2 25mm wide snap down aluminum frame with holes ansd wall fixing attachments. Black plastic back and non reflective PVC front.</p> ,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/q/231/P-SFAS-product__93031.jpg,P-SFA-usage1__70979.jpg,http://www.sjdg.com.au/product_images/q/231/P-SFAS-product__93031.jpg,,,,,,,,,,,,,,,,,,
Spotlight,P-SFA3, <p>A3 25mm wide snap down aluminum frame with holes ansd wall fixing attachments. Black plastic back and non reflective PVC front.</p> ,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/q/231/P-SFAS-product__93031.jpg,P-SFA-usage1__70979.jpg,http://www.sjdg.com.au/product_images/q/231/P-SFAS-product__93031.jpg,,,,,,,,,,,,,,,,,,
Spotlight,P-SFA4, <p>A4 25mm wide snap down aluminum frame with holes ansd wall fixing attachments. Black plastic back and non reflective PVC front.</p> ,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/q/231/P-SFAS-product__93031.jpg,P-SFA-usage1__70979.jpg,http://www.sjdg.com.au/product_images/q/231/P-SFAS-product__93031.jpg,,,,,,,,,,,,,,,,,,
Spotlight,P-SFRCA0CL, <p>Replacement for A0 snap frames. A0 (1189mm x 841mm).</p>,,,Spotlight;Spotlight/Poster Display Systems ,Spotlight,Poster Display Systems ,,,,,,,,http://www.sjdg.com.au/product_images/d/221/P-SFFRCA0CL__90530.jpg,P-SFFRCA0CL__90530.jpg,http://www.sjdg.com.au/product_images/d/221/P-SFFRCA0CL__90530.jpg,,,,,,,,,,,,,,,,,,
Spotlight,P-SFRCA1CL, <p>Replacement PVC covers for A1 Snap Frames.</p> <p>Pack of 2.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/a/651/P-SFFRCA0CL__86457.jpg,Z-SPSFA1-detail__23107.jpg,http://www.sjdg.com.au/product_images/p/037/Z-SPSFA1-detail__23107.jpg,Z-SPSFA1-product__80431.jpg,http://www.sjdg.com.au/product_images/p/777/Z-SPSFA1-product__80431.jpg,P-SFFRCA0CL__86457.jpg,http://www.sjdg.com.au/product_images/a/651/P-SFFRCA0CL__86457.jpg,,,,,,,,,,,,,,
Spotlight,R-AG, <p>Sturdy attacher gun with safety cover. For use with all attacher tags and hooks (R-AT..)</p>,,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/j/919/R-AG-product__56439.jpg,R-AG-product__56439.jpg,http://www.sjdg.com.au/product_images/j/919/R-AG-product__56439.jpg,,,,,,,,,,,,,,,,,,
Spotlight,R-AGN, <p>Replacement needles for use with attacher gun R-AG</p>,,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/i/416/R-AGN-product__88555.jpg,R-AGN-product__88555.jpg,http://www.sjdg.com.au/product_images/i/416/R-AGN-product__88555.jpg,,,,,,,,,,,,,,,,,,
Spotlight,R-AT25, <p>25mm Clear nylon. For use with attacher gun R-AG.</p> ,,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/h/713/R-AT25__04384.jpg,R-AT25-product__68556.jpg,http://www.sjdg.com.au/product_images/a/382/R-AT25-product__68556.jpg,R-AT25__04384.jpg,http://www.sjdg.com.au/product_images/h/713/R-AT25__04384.jpg,,,,,,,,,,,,,,,,
Spotlight,R-AT65, <p>65mm Clear nylon. For use with attacher gun R-AG.</p> ,,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/h/713/R-AT25__04384.jpg,R-AT25-product__68556.jpg,http://www.sjdg.com.au/product_images/a/382/R-AT25-product__68556.jpg,,,,,,,,,,,,,,,,,,
Spotlight,R-AT125, <p>125mm Clear nylon. For use with attacher gun R-AG.</p> ,,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/h/713/R-AT25__04384.jpg,R-AT25-product__68556.jpg,http://www.sjdg.com.au/product_images/a/382/R-AT25-product__68556.jpg,,,,,,,,,,,,,,,,,,
Spotlight,R-ATH25, <p>Spotlight Attacher Tag Hooks - pack of 2500.</p>,,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/k/267/R-ATH25.line__09147.jpg,R-ATH25.line__09147.jpg,http://www.sjdg.com.au/product_images/k/267/R-ATH25.line__09147.jpg,,,,,,,,,,,,,,,,,,
